postcode,suburb,latitude,longitude
3941,St Andrews Beach,-38.37,144.82
3941,Tootgarook,-38.37,144.82
3942,Blairgowrie,-38.36,144.77
3943,Sorrento,-38.34,144.74
3944,Portsea,-38.34,144.71
3945,Jeetho,-37.97,145.16
3945,Krowera,-37.97,145.16
3945,Loch,-37.97,145.16
3945,Woodleigh,-37.97,145.16
3946,Bena,-38.43,145.72
3950,Kardella South,-38.45,145.88
3950,Korumburra,-38.45,145.88
3950,Korumburra South,-38.45,145.88
3950,Strzelecki,-38.45,145.88
3950,Whitelaw,-38.45,145.88
3951,Arawata,-38.39,145.89
3951,Fairbank,-38.39,145.89
3951,Jumbunna,-38.39,145.89
3951,Kardella,-38.39,145.89
3951,Kongwak,-38.39,145.89
3951,Moyarra,-38.39,145.89
3951,Outtrim,-38.39,145.89
3951,Ranceby,-38.39,145.89
3953,Berrys Creek,-38.41,146.07
3953,Boorool,-38.41,146.07
3953,Hallston,-38.41,146.07
3953,Koorooman,-38.41,146.07
3953,Leongatha,-38.41,146.07
3953,Leongatha North,-38.41,146.07
3953,Leongatha South,-38.41,146.07
3953,Mardan,-38.41,146.07
3953,Mount Eccles,-38.41,146.07
3953,Mount Eccles South,-38.41,146.07
3953,Nerrena,-38.41,146.07
3953,Ruby,-38.41,146.07
3953,Trida,-38.41,146.07
3953,Wild Dog Valley,-38.41,146.07
3954,Koonwarra,-38.55,145.95
3956,Dumbalk,-38.53,146.1
3956,Dumbalk North,-38.53,146.1
3956,Meeniyan,-38.53,146.1
3956,Middle Tarwin,-38.53,146.1
3956,Tarwin,-38.53,146.1
3956,Tarwin Lower,-38.53,146.1
3956,Venus Bay,-38.53,146.1
3956,Walkerville,-38.53,146.1
3956,Walkerville South,-38.53,146.1
3957,Stony Creek,-37.94,145.27
3958,Buffalo,-38.64,146.07
3959,Fish Creek,-38.69,146.08
3959,Sandy Point,-38.69,146.08
3959,Waratah Bay,-38.69,146.08
3960,Bennison,-38.67,146.27
3960,Boolarong,-38.67,146.27
3960,Foster,-38.67,146.27
3960,Foster North,-38.67,146.27
3960,Gunyah,-38.67,146.27
3960,Mount Best,-38.67,146.27
3960,Shallow Inlet,-38.67,146.27
3960,Tidal River,-38.67,146.27
3960,Turtons Creek,-38.67,146.27
3960,Wilsons Promontory,-38.67,146.27
3960,Wonga,-38.67,146.27
3960,Woorarra West,-38.67,146.27
3960,Yanakie,-38.67,146.27
3962,Agnes,-38.67,146.4
3962,Toora,-38.67,146.4
3962,Toora North,-38.67,146.4
3962,Wonyip,-38.67,146.4
3962,Woorarra East,-38.67,146.4
3964,Port Franklin,-38.68,146.27
3965,Port Welshpool,-38.69,146.45
3966,Binginwarri,-38.58,146.45
3966,Hazel Park,-38.58,146.45
3966,Welshpool,-38.58,146.45
3967,Hedley,-37.69,144.96
3971,Alberton,-38.61,146.67
3971,Alberton West,-38.61,146.67
3971,Balook,-38.61,146.67
3971,Calrossie,-38.61,146.67
3971,Devon North,-38.61,146.67
3971,Gelliondale,-38.61,146.67
3971,Hiawatha,-38.61,146.67
3971,Hunterston,-38.61,146.67
3971,Jack River,-38.61,146.67
3971,Langsborough,-38.61,146.67
3971,Macks Creek,-38.61,146.67
3971,Madalya,-38.61,146.67
3971,Manns Beach,-38.61,146.67
3971,Port Albert,-38.61,146.67
3971,Robertsons Beach,-38.61,146.67
3971,Snake Island,-38.61,146.67
3971,Staceys Bridge,-38.61,146.67
3971,Tarra Valley,-38.61,146.67
3971,Tarraville,-38.61,146.67
3971,Won Wron,-38.61,146.67
3971,Yarram,-38.61,146.67
3975,Lynbrook,-38.05,145.26
3975,Lyndhurst,-38.05,145.26
3976,Hampton Park,-38.03,145.27
3977,Botanic Ridge,-38.21,145.32
3977,Cannons Creek,-38.21,145.32
3977,Cranbourne,-38.21,145.32
3977,Cranbourne East,-38.21,145.32
3977,Cranbourne North,-38.21,145.32
3977,Cranbourne South,-38.21,145.32
3977,Cranbourne West,-38.21,145.32
3977,Devon Meadows,-38.21,145.32
3977,Junction Village,-38.21,145.32
3977,Sandhurst,-38.21,145.32
3977,Skye,-38.21,145.32
3978,Cardinia,-38.15,145.42
3978,Clyde,-38.15,145.42
3978,Clyde North,-38.15,145.42
3979,Almurta,-38.43,145.56
3979,Glen Alvie,-38.43,145.56
3979,Kernot,-38.43,145.56
3980,Blind Bight,-38.21,145.34
3980,Tooradin,-38.21,145.34
3980,Warneet,-38.21,145.34
3981,Bayles,-38.18,145.57
3981,Catani,-38.18,145.57
3981,Dalmore,-38.18,145.57
3981,Heath Hill,-38.18,145.57
3981,Koo Wee Rup,-38.18,145.57
3981,Koo Wee Rup North,-38.18,145.57
3981,Yannathan,-38.18,145.57
3984,Adams Estate,-38.32,145.54
3984,Caldermeade,-38.32,145.54
3984,Corinella,-38.32,145.54
3984,Coronet Bay,-38.32,145.54
3984,Grantville,-38.32,145.54
3984,Jam Jerrup,-38.32,145.54
3984,Lang Lang,-38.32,145.54
3984,Lang Lang East,-38.32,145.54
3984,Monomeith,-38.32,145.54
3984,Pioneer Bay,-38.32,145.54
3984,Queensferry,-38.32,145.54
3984,Tenby Point,-38.32,145.54
3984,The Gurdies,-38.32,145.54
3987,Nyora,-38.33,145.67
3988,Mountain View,-38.29,145.89
3988,Poowong,-38.29,145.89
3988,Poowong East,-38.29,145.89
3988,Poowong North,-38.29,145.89
3990,Glen Forbes,-38.45,145.53
3991,Bass,-38.48,145.47
3992,Blackwood Forest,-38.49,145.62
3992,Dalyston,-38.49,145.62
3992,Ryanston,-38.49,145.62
3992,West Creek,-38.49,145.62
3995,Anderson,-38.53,145.45
3995,Archies Creek,-38.53,145.45
3995,Cape Paterson,-38.53,145.45
3995,Harmers Haven,-38.53,145.45
3995,Kilcunda,-38.53,145.45
3995,Lance Creek,-38.53,145.45
3995,North Wonthaggi,-38.53,145.45
3995,South Dudley,-38.53,145.45
3995,St Clair,-38.53,145.45
3995,Wattle Bank,-38.53,145.45
3995,Wonthaggi,-38.53,145.45
3995,Woolamai,-38.53,145.45
3996,Inverloch,-38.63,145.73
3996,Pound Creek,-38.63,145.73
8001,Melbourne,-38.37,144.77
8002,East Melbourne,-38.11,145.15
8003,Collins Street East,0.0,0.0
8004,St Kilda Road,-37.84,144.98
8005,World Trade Centre,-37.82,144.95
8006,Abeckett Street,-37.81,144.96
8007,Collins Street West,0.0,0.0
8008,St Kilda Road Central,0.0,0.0
8009,Flinders Lane,-37.82,144.96
8010,Law Courts,-38.19,146.29
8011,Little Lonsdale Street,-37.81,144.96
8012,Docklands,0.0,0.0
8045,Melbourne,-38.37,144.77
8051,Melbourne,-38.37,144.77
8060,Melbourne,-38.37,144.77
8061,Melbourne,-38.37,144.77
8066,Melbourne,-38.37,144.77
8069,Melbourne,-38.37,144.77
8070,Melbourne,-38.37,144.77
8071,Melbourne,-38.37,144.77
8102,Melbourne,-38.37,144.77
8103,Melbourne,-38.37,144.77
8107,Melbourne,-38.37,144.77
8108,Melbourne,-38.37,144.77
8111,Melbourne,-38.37,144.77
8120,Melbourne,-38.37,144.77
8205,Melbourne,-38.37,144.77
8383,Melbourne,-38.37,144.77
8386,Melbourne,-38.37,144.77
8388,Melbourne,-38.37,144.77
8390,Melbourne,-38.37,144.77
8393,Melbourne,-38.37,144.77
8394,Melbourne,-38.37,144.77
8396,Melbourne,-38.37,144.77
8399,Melbourne,-38.37,144.77
8576,Ivanhoe,-37.76,145.04
8627,Camberwell,-37.84,145.06
8873,Port Melbourne,-37.85,144.89
